"Time (ms)","Recording (a.u.)"
4.983522103E1,-2.271974273E-2
4.985605515E1,-2.776108496E-2
4.987688928E1,-3.065481409E-2
4.989772340E1,-3.087458387E-2
4.991855752E1,-2.705914527E-2
4.993939164E1,-2.515053377E-2
4.996022577E1,-2.740835771E-2
4.998105989E1,-3.303092718E-2
5.000189401E1,-3.983302414E-2
5.002272813E1,-4.640914127E-2
5.004356226E1,-5.488178134E-2
5.006439638E1,-6.220524013E-2
5.008523050E1,-6.434854865E-2
5.010606462E1,-6.520064175E-2
5.012689875E1,-6.707465649E-2
5.014773287E1,-6.685851514E-2
5.016856699E1,-6.290221959E-2
5.018940111E1,-5.901174620E-2
5.021023524E1,-6.086460873E-2
5.023106936E1,-6.484466791E-2
5.025190348E1,-6.673210114E-2
5.027273760E1,-6.894762069E-2
5.029357173E1,-6.899996102E-2
5.031440585E1,-6.317010522E-2
5.033523997E1,-5.097100884E-2
5.035607409E1,-3.629068285E-2
5.037690822E1,-2.704043314E-2
5.039774234E1,-2.721811086E-2
5.041857646E1,-3.484931216E-2
5.043941058E1,-4.084843025E-2
5.046024471E1,-3.898730129E-2
5.048107883E1,-3.232510015E-2
5.050191295E1,-2.876472473E-2
5.052274707E1,-3.302693367E-2
5.054358120E1,-3.619936109E-2
5.056441532E1,-3.258425742E-2
5.058524944E1,-2.811261080E-2
5.060608356E1,-2.980180271E-2
5.062691769E1,-4.153101891E-2
5.064775181E1,-5.584579706E-2
5.066858593E1,-6.431256235E-2
5.068942005E1,-6.696028262E-2
5.071025418E1,-6.600138545E-2
5.073108830E1,-6.368505210E-2
5.075192242E1,-6.243353337E-2
5.077275654E1,-6.512910873E-2
5.079359067E1,-6.935470551E-2
5.081442479E1,-6.641682982E-2
5.083525891E1,-5.431925878E-2
5.085609303E1,-4.526564851E-2
5.087692716E1,-4.599447921E-2
5.089776128E1,-5.028597265E-2
5.091859540E1,-5.042725056E-2
5.093942952E1,-4.345445335E-2
5.096026365E1,-3.766772896E-2
5.098109777E1,-3.918610141E-2
5.100193189E1,-4.487701878E-2
5.102276601E1,-4.998970032E-2
5.104360014E1,-5.121582747E-2
5.106443426E1,-5.038403720E-2
5.108526838E1,-4.745004699E-2
5.110610250E1,-3.952492774E-2
5.112693663E1,-2.896877378E-2
5.114777075E1,-2.070995793E-2
5.116860487E1,-1.737419516E-2
5.118943899E1,-1.691391692E-2
5.121027312E1,-1.561015844E-2
5.123110724E1,-1.358668506E-2
5.125194136E1,-1.343863085E-2
5.127277548E1,-1.593408175E-2
5.129360961E1,-1.995752752E-2
5.131444373E1,-2.402906492E-2
5.133527785E1,-2.263986133E-2
5.135611197E1,-1.591544040E-2
5.137694610E1,-1.457718387E-2
5.139778022E1,-2.258478105E-2
5.141861434E1,-3.508091718E-2
5.143944846E1,-4.553596675E-2
5.146028259E1,-5.031934008E-2
5.148111671E1,-5.341567844E-2
5.150195083E1,-5.601048470E-2
5.152278495E1,-5.533096194E-2
5.154361908E1,-5.465649068E-2
5.156445320E1,-5.794750154E-2
5.158528732E1,-6.228871644E-2
5.160612144E1,-6.205429882E-2
5.162695557E1,-5.912215263E-2
5.164778969E1,-6.235124543E-2
5.166862381E1,-6.956821680E-2
5.168945793E1,-6.852921098E-2
5.171029206E1,-5.857122689E-2
5.173112618E1,-4.830339551E-2
5.175196030E1,-4.247187451E-2
5.177279442E1,-4.068330675E-2
5.179362855E1,-3.904682398E-2
5.181446267E1,-3.606645018E-2
5.183529679E1,-3.240299225E-2
5.185613091E1,-2.778144740E-2
5.187696504E1,-2.387249470E-2
5.189779916E1,-2.223401144E-2
5.191863328E1,-2.069564722E-2
5.193946740E1,-1.827936992E-2
5.196030153E1,-1.888691448E-2
5.198113565E1,-2.591623738E-2
5.200196977E1,-3.799715638E-2
5.202280389E1,-4.767534137E-2
5.204363802E1,-5.161817744E-2
5.206447214E1,-5.679426342E-2
5.208530626E1,-6.559599191E-2
5.210614038E1,-7.319656014E-2
5.212697451E1,-7.656785846E-2
5.214780863E1,-7.956571877E-2
5.216864275E1,-8.690814674E-2
5.218947687E1,-9.231799096E-2
5.221031100E1,-9.001468867E-2
5.223114512E1,-8.519746363E-2
5.225197924E1,-8.433060348E-2
5.227281336E1,-8.535981178E-2
5.229364749E1,-8.178006858E-2
5.231448161E1,-7.843674719E-2
5.233531573E1,-8.328458667E-2
5.235614985E1,-9.158967435E-2
5.237698398E1,-9.489028156E-2
5.239781810E1,-9.248775244E-2
5.241865222E1,-9.214971960E-2
5.243948634E1,-9.604789317E-2
5.246032047E1,-9.609569609E-2
5.248115459E1,-8.856494725E-2
5.250198871E1,-7.927472889E-2
5.252282283E1,-7.820980251E-2
5.254365696E1,-8.558671176E-2
5.256449108E1,-8.848447353E-2
5.258532520E1,-7.946231216E-2
5.260615932E1,-6.500434875E-2
5.262699345E1,-5.514007807E-2
5.264782757E1,-4.646700248E-2
5.266866169E1,-3.018041328E-2
5.268949581E1,-1.278488059E-2
5.271032994E1,-7.727312855E-3
5.273116406E1,-1.464603841E-2
5.275199818E1,-1.975573972E-2
5.277283230E1,-1.925513521E-2
5.279366643E1,-1.973344944E-2
5.281450055E1,-2.253732644E-2
5.283533467E1,-2.560553141E-2
5.285616879E1,-2.566256374E-2
5.287700292E1,-2.408043109E-2
5.289783704E1,-2.523224056E-2
5.291867116E1,-2.779048309E-2
5.293950528E1,-2.734626643E-2
5.296033941E1,-1.881470159E-2
5.298117353E1,-3.251452930E-3
5.300200765E1,1.005365420E-2
5.302284177E1,1.572275721E-2
5.304367590E1,1.477940008E-2
5.306451002E1,9.756537154E-3
5.308534414E1,3.985502291E-3
5.310617826E1,-1.824169653E-3
5.312701239E1,-8.670378476E-3
5.314784651E1,-1.547789201E-2
5.316868063E1,-1.864299737E-2
5.318951475E1,-1.410225779E-2
5.321034888E1,-5.517163314E-3
5.323118300E1,9.026426706E-4
5.325201712E1,5.811851937E-3
5.327285124E1,1.000707503E-2
5.329368537E1,1.481020637E-2
5.331451949E1,1.964721456E-2
5.333535361E1,2.132654004E-2
5.335618773E1,2.105337009E-2
5.337702186E1,1.860084757E-2
5.339785598E1,1.533553936E-2
5.341869010E1,1.580377296E-2
5.343952422E1,2.112705447E-2
5.346035835E1,2.793111652E-2
5.348119247E1,2.729332447E-2
5.350202659E1,1.812033728E-2
5.352286071E1,1.037689205E-2
5.354369484E1,1.061386615E-2
5.356452896E1,1.734979637E-2
5.358536308E1,2.241933718E-2
5.360619720E1,2.522901446E-2
5.362703133E1,3.241588920E-2
5.364786545E1,4.311451316E-2
5.366869957E1,5.152067542E-2
5.368953369E1,5.183476210E-2
5.371036782E1,4.483044520E-2
5.373120194E1,4.012617469E-2
5.375203606E1,4.138888419E-2
5.377287018E1,4.080170020E-2
5.379370431E1,3.474724293E-2
5.381453843E1,2.799714915E-2
5.383537255E1,2.422355860E-2
5.385620667E1,2.073450014E-2
5.387704080E1,1.279666740E-2
5.389787492E1,3.774127457E-3
5.391870904E1,7.803840563E-4
5.393954316E1,5.441209301E-3
5.396037729E1,1.193572953E-2
5.398121141E1,1.465557050E-2
5.400204553E1,1.385698561E-2
5.402287965E1,1.179659367E-2
5.404371378E1,1.026936620E-2
5.406454790E1,7.549481466E-3
5.408538202E1,1.856431714E-3
5.410621614E1,-2.812010469E-3
5.412705027E1,-2.606719034E-3
5.414788439E1,2.046378795E-4
5.416871851E1,1.118792919E-3
5.418955263E1,-4.882645444E-4
5.421038676E1,-9.026664775E-4
5.423122088E1,2.711434790E-4
5.425205500E1,1.796213444E-3
5.427288912E1,5.380500108E-3
5.429372325E1,1.043466199E-2
5.431455737E1,1.864499971E-2
5.433539149E1,3.145039454E-2
5.435622561E1,4.488317296E-2
5.437705974E1,5.571109056E-2
5.439789386E1,5.881465971E-2
5.441872798E1,5.274195224E-2
5.443956210E1,4.410760105E-2
5.446039623E1,3.880631924E-2
5.448123035E1,3.685809672E-2
5.450206447E1,3.417808563E-2
5.452289859E1,3.032372519E-2
5.454373272E1,2.514729276E-2
5.456456684E1,1.551802084E-2
5.458540096E1,3.310748842E-3
5.460623508E1,-5.749283358E-3
5.462706921E1,-9.274582379E-3
5.464790333E1,-9.549706243E-3
5.466873745E1,-8.647594601E-3
5.468957157E1,-5.548075773E-3
5.471040570E1,-4.121752921E-3
5.473123982E1,-9.899034165E-3
5.475207394E1,-2.003676072E-2
5.477290806E1,-3.120038100E-2
5.479374219E1,-3.988469392E-2
5.481457631E1,-4.237534851E-2
5.483541043E1,-4.033214599E-2
5.485624455E1,-3.542853892E-2
5.487707868E1,-3.074732423E-2
5.489791280E1,-3.189330176E-2
5.491874692E1,-3.996575624E-2
5.493958104E1,-4.834428057E-2
5.496041517E1,-4.834797978E-2
5.498124929E1,-4.180470854E-2
5.500208341E1,-3.897362202E-2
5.502291753E1,-4.048438370E-2
5.504375166E1,-3.680175915E-2
5.506458578E1,-2.529733256E-2
5.508541990E1,-1.481446624E-2
5.510625402E1,-1.408003271E-2
5.512708815E1,-1.850431040E-2
5.514792227E1,-1.660380512E-2
5.516875639E1,-1.251661964E-2
5.518959051E1,-1.626667194E-2
5.521042464E1,-2.475622296E-2
5.523125876E1,-3.057428263E-2
5.525209288E1,-3.298301995E-2
5.527292700E1,-3.885139525E-2
5.529376113E1,-4.996954650E-2
5.531459525E1,-6.105191261E-2
5.533542937E1,-7.028587162E-2
5.535626349E1,-7.607434690E-2
5.537709762E1,-7.768318057E-2
5.539793174E1,-7.711684704E-2
5.541876586E1,-7.724668831E-2
5.543959998E1,-8.044733852E-2
5.546043411E1,-8.589124680E-2
5.548126823E1,-9.161643684E-2
5.550210235E1,-9.363178909E-2
5.552293647E1,-9.226859361E-2
5.554377060E1,-9.416951239E-2
5.556460472E1,-9.964726120E-2
5.558543884E1,-1.040814519E-1
5.560627296E1,-1.049345583E-1
5.562710709E1,-1.035694852E-1
5.564794121E1,-1.008065492E-1
5.566877533E1,-9.316069633E-2
5.568960945E1,-8.409070969E-2
5.571044358E1,-7.870951295E-2
5.573127770E1,-7.434704900E-2
5.575211182E1,-7.047522068E-2
5.577294594E1,-6.904307753E-2
5.579378007E1,-6.986238062E-2
5.581461419E1,-7.002918422E-2
5.583544831E1,-6.491223723E-2
5.585628243E1,-5.549006164E-2
5.587711656E1,-4.763171077E-2
5.589795068E1,-4.168095440E-2
5.591878480E1,-3.700488061E-2
5.593961892E1,-3.559626266E-2
5.596045305E1,-3.814815357E-2
5.598128717E1,-4.481760412E-2
5.600212129E1,-5.228669569E-2
5.602295541E1,-5.847360939E-2
5.604378954E1,-6.261946261E-2
5.606462366E1,-6.357754767E-2
5.608545778E1,-6.093751639E-2
5.610629190E1,-5.495131016E-2
5.612712603E1,-5.021971464E-2
5.614796015E1,-4.868206382E-2
5.616879427E1,-4.604241624E-2
5.618962840E1,-4.084730893E-2
5.621046252E1,-3.706222400E-2
5.623129664E1,-3.881053999E-2
5.625213076E1,-4.505712539E-2
5.627296489E1,-4.930022731E-2
5.629379901E1,-4.876924306E-2
5.631463313E1,-4.642403126E-2
5.633546725E1,-4.497998953E-2
5.635630138E1,-4.305543751E-2
5.637713550E1,-3.780953586E-2
5.639796962E1,-3.049616143E-2
5.641880374E1,-2.477085590E-2
5.643963787E1,-2.459419146E-2
5.646047199E1,-3.069604188E-2
5.648130611E1,-3.931802139E-2
5.650214023E1,-4.434216395E-2
5.652297436E1,-4.370054603E-2
5.654380848E1,-4.369034618E-2
5.656464260E1,-4.736766964E-2
5.658547672E1,-5.120718479E-2
5.660631085E1,-5.152803287E-2
5.662714497E1,-4.812067375E-2
5.664797909E1,-4.710644484E-2
5.666881321E1,-5.013380200E-2
5.668964734E1,-5.136815459E-2
5.671048146E1,-4.673015699E-2
5.673131558E1,-3.729848936E-2
5.675214970E1,-2.994307131E-2
5.677298383E1,-2.691569179E-2
5.679381795E1,-2.323452383E-2
5.681465207E1,-1.558068022E-2
5.683548619E1,-7.593373768E-3
5.685632032E1,-8.614678867E-3
5.687715444E1,-1.769037172E-2
5.689798856E1,-2.134392224E-2
5.691882268E1,-1.360971294E-2
5.693965681E1,-4.859888926E-3
5.696049093E1,-5.982521921E-3
5.698132505E1,-1.187668089E-2
5.700215917E1,-1.122839469E-2
5.702299330E1,-6.196267437E-3
5.704382742E1,-6.385373883E-3
5.706466154E1,-1.195927989E-2
5.708549566E1,-1.332652383E-2
5.710632979E1,-5.616962910E-3
5.712716391E1,3.889130894E-3
5.714799803E1,1.001777686E-2
5.716883215E1,1.629970595E-2
5.718966628E1,2.730197459E-2
5.721050040E1,4.301265627E-2
5.723133452E1,5.763046816E-2
5.725216864E1,6.472112983E-2
5.727300277E1,6.471043825E-2
5.729383689E1,6.586445123E-2
5.731467101E1,7.149713486E-2
5.733550513E1,7.530964911E-2
5.735633926E1,7.284554839E-2
5.737717338E1,6.732687354E-2
5.739800750E1,6.622971594E-2
5.741884162E1,7.022978365E-2
5.743967575E1,7.278073579E-2
5.746050987E1,7.121957839E-2
5.748134399E1,6.918618828E-2
5.750217811E1,7.284222543E-2
5.752301224E1,8.378724754E-2
5.754384636E1,9.397582710E-2
5.756468048E1,9.550447762E-2
5.758551460E1,9.266070276E-2
5.760634873E1,9.516131878E-2
5.762718285E1,1.036361977E-1
5.764801697E1,1.102565229E-1
5.766885109E1,1.100890413E-1
5.768968522E1,1.052243561E-1
5.771051934E1,1.008473262E-1
5.773135346E1,9.882435948E-2
5.775218758E1,9.661699831E-2
5.777302171E1,9.564124048E-2
5.779385583E1,9.783527255E-2
5.781468995E1,9.964520484E-2
5.783552407E1,9.677854925E-2
5.785635820E1,8.916442841E-2
5.787719232E1,8.225962520E-2
5.789802644E1,7.728832215E-2
5.791886056E1,7.290556282E-2
5.793969469E1,7.284484059E-2
5.796052881E1,7.717587054E-2
5.798136293E1,8.190680295E-2
5.800219705E1,8.701498806E-2
5.802303118E1,9.560978413E-2
5.804386530E1,1.076393798E-1
5.806469942E1,1.178433895E-1
5.808553354E1,1.228994727E-1
5.810636767E1,1.246120781E-1
5.812720179E1,1.258454472E-1
5.814803591E1,1.306818873E-1
5.816887003E1,1.393034160E-1
5.818970416E1,1.443372965E-1
5.821053828E1,1.436278373E-1
5.823137240E1,1.403734088E-1
5.825220652E1,1.380216777E-1
5.827304065E1,1.384350657E-1
5.829387477E1,1.382231116E-1
5.831470889E1,1.392563879E-1
5.833554301E1,1.437645555E-1
5.835637714E1,1.474368423E-1
5.837721126E1,1.474018991E-1
5.839804538E1,1.421844959E-1
5.841887950E1,1.358706504E-1
5.843971363E1,1.358246654E-1
5.846054775E1,1.434857994E-1
5.848138187E1,1.535342336E-1
5.850221599E1,1.568381637E-1
5.852305012E1,1.507864743E-1
5.854388424E1,1.409830153E-1
5.856471836E1,1.318584979E-1
5.858555248E1,1.248259768E-1
5.860638661E1,1.166021377E-1
5.862722073E1,1.061278433E-1
5.864805485E1,9.919691086E-2
5.866888897E1,9.667920321E-2
5.868972310E1,9.480682015E-2
5.871055722E1,9.115644544E-2
5.873139134E1,8.514473587E-2
5.875222546E1,7.698898017E-2
5.877305959E1,6.764207780E-2
5.879389371E1,6.074783206E-2
5.881472783E1,5.903708190E-2
5.883556195E1,6.143893301E-2
5.885639608E1,6.602253765E-2
5.887723020E1,7.188884914E-2
5.889806432E1,7.862832397E-2
5.891889844E1,8.705802262E-2
5.893973257E1,9.356091917E-2
5.896056669E1,9.559430182E-2
5.898140081E1,9.772077203E-2
5.900223493E1,1.022648886E-1
5.902306906E1,1.116196811E-1
5.904390318E1,1.269390434E-1
5.906473730E1,1.461692154E-1
5.908557142E1,1.657533646E-1
5.910640555E1,1.793186814E-1
5.912723967E1,1.862584054E-1
5.914807379E1,1.921315044E-1
5.916890791E1,1.983654201E-1
5.918974204E1,2.025098652E-1
5.921057616E1,2.057411820E-1
5.923141028E1,2.092653811E-1
5.925224440E1,2.119424641E-1
5.927307853E1,2.149886191E-1
5.929391265E1,2.179555148E-1
5.931474677E1,2.220422179E-1
5.933558089E1,2.289072871E-1
5.935641502E1,2.354556322E-1
5.937724914E1,2.419055402E-1
5.939808326E1,2.496185303E-1
5.941891738E1,2.597717047E-1
5.943975151E1,2.716983557E-1
5.946058563E1,2.762052119E-1
5.948141975E1,2.717874050E-1
5.950225387E1,2.683871090E-1
5.952308800E1,2.688851953E-1
5.954392212E1,2.671196461E-1
5.956475624E1,2.597945035E-1
5.958559036E1,2.544778287E-1
5.960642449E1,2.598822117E-1
5.962725861E1,2.704446912E-1
5.964809273E1,2.734377384E-1
5.966892685E1,2.697932422E-1
5.968976098E1,2.680836320E-1
5.971059510E1,2.667376697E-1
5.973142922E1,2.597803175E-1
5.975226334E1,2.469048947E-1
5.977309747E1,2.374795973E-1
5.979393159E1,2.406191528E-1
5.981476571E1,2.485232651E-1
5.983559983E1,2.484420985E-1
5.985643396E1,2.390224934E-1
5.987726808E1,2.278575301E-1
5.989810220E1,2.208432853E-1
5.991893632E1,2.132869363E-1
5.993977045E1,1.997310668E-1
5.996060457E1,1.840319186E-1
5.998143869E1,1.700119674E-1
6.000227281E1,1.535833776E-1
6.002310694E1,1.332703978E-1
6.004394106E1,1.125508994E-1
6.006477518E1,9.193594009E-2
6.008560930E1,7.255838811E-2
6.010644343E1,5.443611369E-2
6.012727755E1,3.543502465E-2
6.014811167E1,1.404852234E-2
6.016894579E1,-9.387546219E-3
6.018977992E1,-2.880074829E-2
6.021061404E1,-4.202446342E-2
6.023144816E1,-5.367962271E-2
6.025228228E1,-6.733529270E-2
6.027311641E1,-8.304131776E-2
6.029395053E1,-9.527461976E-2
6.031478465E1,-1.003739834E-1
6.033561877E1,-1.036451161E-1
6.035645290E1,-1.133498922E-1
6.037728702E1,-1.302265078E-1
6.039812114E1,-1.446819603E-1
6.041895526E1,-1.523200721E-1
6.043978939E1,-1.578941941E-1
6.046062351E1,-1.643079519E-1
6.048145763E1,-1.722073704E-1
6.050229175E1,-1.769702733E-1
6.052312588E1,-1.751393229E-1
6.054396000E1,-1.695942879E-1
6.056479412E1,-1.647083759E-1
6.058562824E1,-1.679168642E-1
6.060646237E1,-1.753937900E-1
6.062729649E1,-1.767675877E-1
6.064813061E1,-1.767450273E-1
6.066896473E1,-1.848574579E-1
6.068979886E1,-2.034963071E-1
6.071063298E1,-2.212677598E-1
6.073146710E1,-2.258995175E-1
6.075230122E1,-2.221934199E-1
6.077313535E1,-2.188221514E-1
6.079396947E1,-2.194255590E-1
6.081480359E1,-2.202849984E-1
6.083563771E1,-2.176817954E-1
6.085647184E1,-2.159964740E-1
6.087730596E1,-2.198928446E-1
6.089814008E1,-2.287845612E-1
6.091897420E1,-2.348926067E-1
6.093980833E1,-2.350356728E-1
6.096064245E1,-2.334004939E-1
6.098147657E1,-2.327332497E-1
6.100231069E1,-2.352413833E-1
6.102314482E1,-2.366962731E-1
6.104397894E1,-2.335519791E-1
6.106481306E1,-2.308774292E-1
6.108564718E1,-2.325339615E-1
6.110648131E1,-2.399924695E-1
6.112731543E1,-2.496068329E-1
6.114814955E1,-2.569047511E-1
6.116898367E1,-2.610837221E-1
6.118981780E1,-2.599070370E-1
6.121065192E1,-2.550779879E-1
6.123148604E1,-2.518449426E-1
6.125232016E1,-2.511622310E-1
6.127315429E1,-2.492019236E-1
6.129398841E1,-2.462129891E-1
6.131482253E1,-2.436952442E-1
6.133565665E1,-2.386342883E-1
6.135649078E1,-2.320304811E-1
6.137732490E1,-2.251924276E-1
6.139815902E1,-2.197299004E-1
6.141899314E1,-2.189341038E-1
6.143982727E1,-2.203262150E-1
6.146066139E1,-2.191189677E-1
6.148149551E1,-2.140523940E-1
6.150232963E1,-2.105909288E-1
6.152316376E1,-2.122632861E-1
6.154399788E1,-2.130406648E-1
6.156483200E1,-2.110923231E-1
6.158566612E1,-2.116736174E-1
6.160650025E1,-2.148413211E-1
6.162733437E1,-2.148477137E-1
6.164816849E1,-2.083714604E-1
6.166900261E1,-2.000462115E-1
6.168983674E1,-1.942236423E-1
6.171067086E1,-1.923351586E-1
6.173150498E1,-1.982064247E-1
6.175233910E1,-2.121879160E-1
6.177317323E1,-2.269474864E-1
6.179400735E1,-2.329829037E-1
6.181484147E1,-2.316305339E-1
6.183567559E1,-2.320868373E-1
6.185650972E1,-2.392681241E-1
6.187734384E1,-2.509731948E-1
6.189817796E1,-2.586762905E-1
6.191901208E1,-2.592527270E-1
6.193984621E1,-2.575948834E-1
6.196068033E1,-2.588248253E-1
6.198151445E1,-2.653925419E-1
6.200234857E1,-2.738929987E-1
6.202318270E1,-2.805450261E-1
6.204401682E1,-2.855399847E-1
6.206485094E1,-2.900465727E-1
6.208568506E1,-2.938201725E-1
6.210651919E1,-2.966245711E-1
6.212735331E1,-2.977567911E-1
6.214818743E1,-2.961352468E-1
6.216902155E1,-2.957171798E-1
6.218985568E1,-2.992942035E-1
6.221068980E1,-3.029796481E-1
6.223152392E1,-3.023990989E-1
6.225235804E1,-2.993250191E-1
6.227319217E1,-2.991507053E-1
6.229402629E1,-3.006199002E-1
6.231486041E1,-2.988666892E-1
6.233569453E1,-2.940999568E-1
6.235652866E1,-2.877583802E-1
6.237736278E1,-2.786652446E-1
6.239819690E1,-2.659364939E-1
6.241903102E1,-2.536463141E-1
6.243986515E1,-2.490516901E-1
6.246069927E1,-2.558226585E-1
6.248153339E1,-2.696222067E-1
6.250236751E1,-2.785816193E-1
6.252320164E1,-2.794494033E-1
6.254403576E1,-2.791882753E-1
6.256486988E1,-2.786155343E-1
6.258570400E1,-2.761889100E-1
6.260653813E1,-2.709281743E-1
6.262737225E1,-2.623642087E-1
6.264820637E1,-2.538437843E-1
6.266904049E1,-2.464900613E-1
6.268987462E1,-2.369177341E-1
6.271070874E1,-2.229197770E-1
6.273154286E1,-2.062584609E-1
6.275237698E1,-1.902209520E-1
6.277321111E1,-1.789631695E-1
6.279404523E1,-1.720770597E-1
6.281487935E1,-1.648186743E-1
6.283571347E1,-1.554737091E-1
6.285654760E1,-1.433809549E-1
6.287738172E1,-1.301659644E-1
6.289821584E1,-1.175815165E-1
6.291904996E1,-1.061539799E-1
6.293988409E1,-9.715469182E-2
6.296071821E1,-8.601287752E-2
6.298155233E1,-6.636730582E-2
6.300238645E1,-3.749334812E-2
6.302322058E1,-5.983158015E-3
6.304405470E1,1.809512079E-2
6.306488882E1,3.443057090E-2
6.308572294E1,5.145494640E-2
6.310655707E1,7.302331924E-2
6.312739119E1,9.386756271E-2
6.314822531E1,1.072867438E-1
6.316905943E1,1.159538478E-1
6.318989356E1,1.274379045E-1
6.321072768E1,1.424569190E-1
6.323156180E1,1.520778984E-1
6.325239592E1,1.522684693E-1
6.327323005E1,1.493236572E-1
6.329406417E1,1.443284303E-1
6.331489829E1,1.378192008E-1
6.333573241E1,1.325540990E-1
6.335656654E1,1.306887716E-1
6.337740066E1,1.357650608E-1
6.339823478E1,1.436400712E-1
6.341906890E1,1.510121524E-1
6.343990303E1,1.560580283E-1
6.346073715E1,1.545023024E-1
6.348157127E1,1.533653885E-1
6.350240539E1,1.564422846E-1
6.352323952E1,1.600850523E-1
6.354407364E1,1.662698984E-1
6.356490776E1,1.736459136E-1
6.358574188E1,1.802987903E-1
6.360657601E1,1.819697767E-1
6.362741013E1,1.760712713E-1
6.364824425E1,1.715649366E-1
6.366907837E1,1.701827198E-1
6.368991250E1,1.675403714E-1
6.371074662E1,1.617969275E-1
6.373158074E1,1.528779715E-1
6.375241486E1,1.451130807E-1
6.377324899E1,1.398511231E-1
6.379408311E1,1.360799968E-1
6.381491723E1,1.313713342E-1
6.383575135E1,1.236082688E-1
6.385658548E1,1.165649667E-1
6.387741960E1,1.128829122E-1
6.389825372E1,1.113448218E-1
6.391908784E1,1.096482202E-1
6.393992197E1,1.062163562E-1
6.396075609E1,1.018645763E-1
6.398159021E1,9.800417721E-2
6.400242433E1,9.233940393E-2
6.402325846E1,8.120587468E-2
6.404409258E1,6.972319633E-2
6.406492670E1,6.453706324E-2
6.408576082E1,6.349910796E-2
6.410659495E1,6.341955066E-2
6.412742907E1,6.512149423E-2
6.414826319E1,6.868277490E-2
6.416909731E1,6.824490428E-2
6.418993144E1,6.116521358E-2
6.421076556E1,5.301100388E-2
6.423159968E1,4.668492824E-2
6.425243380E1,4.080877081E-2
6.427326793E1,3.247845173E-2
6.429410205E1,2.448045835E-2
6.431493617E1,2.187095210E-2
6.433577029E1,1.895775460E-2
6.435660442E1,1.114732120E-2
6.437743854E1,4.911386059E-4
6.439827266E1,-8.508034982E-3
6.441910678E1,-1.198165026E-2
6.443994091E1,-1.564930007E-2
6.446077503E1,-2.132222615E-2
6.448160915E1,-2.276677452E-2
6.450244327E1,-1.945822500E-2
6.452327740E1,-1.585926674E-2
6.454411152E1,-1.821640693E-2
6.456494564E1,-2.698742226E-2
6.458577976E1,-3.595037758E-2
6.460661389E1,-4.231761768E-2
6.462744801E1,-4.674340785E-2
6.464828213E1,-5.040589720E-2
6.466911625E1,-5.481848121E-2
6.468995038E1,-6.016450375E-2
6.471078450E1,-6.534548849E-2
6.473161862E1,-7.161963731E-2
6.475245274E1,-8.019469678E-2
6.477328687E1,-8.696267009E-2
6.479412099E1,-8.831456304E-2
6.481495511E1,-8.454700559E-2
6.483578923E1,-8.029404283E-2
6.485662336E1,-7.938942313E-2
6.487745748E1,-7.688839734E-2
6.489829160E1,-7.113817334E-2
6.491912572E1,-6.825390458E-2
6.493995985E1,-7.266581804E-2
6.496079397E1,-7.872094959E-2
6.498162809E1,-7.645235956E-2
6.500246221E1,-7.072990388E-2
6.502329634E1,-7.063452899E-2
6.504413046E1,-7.657425851E-2
6.506496458E1,-8.349112421E-2
6.508579870E1,-8.539247513E-2
6.510663283E1,-8.270274103E-2
6.512746695E1,-7.911057025E-2
6.514830107E1,-7.887071371E-2
6.516913519E1,-8.113722503E-2
6.518996932E1,-8.050828427E-2
6.521080344E1,-7.670495659E-2
6.523163756E1,-7.281104475E-2
6.525247168E1,-7.114101946E-2
6.527330581E1,-6.703502685E-2
6.529413993E1,-5.144578591E-2
6.531497405E1,-2.780579217E-2
6.533580817E1,-7.931990549E-3
6.535664230E1,2.257415093E-3
6.537747642E1,8.733847644E-4
6.539831054E1,-1.105395518E-2
6.541914466E1,-2.670105919E-2
6.543997879E1,-3.812169284E-2
6.546081291E1,-4.386046901E-2
6.548164703E1,-4.944809154E-2
6.550248115E1,-6.166141853E-2
6.552331528E1,-7.745572925E-2
6.554414940E1,-8.908545971E-2
6.556498352E1,-9.812002629E-2
6.558581764E1,-1.083631217E-1
6.560665177E1,-1.173117533E-1
6.562748589E1,-1.189486235E-1
6.564832001E1,-1.121768132E-1
6.566915413E1,-1.024805754E-1
6.568998826E1,-9.505794942E-2
6.571082238E1,-9.235341847E-2
6.573165650E1,-9.285168350E-2
6.575249062E1,-9.320355952E-2
6.577332475E1,-9.352469444E-2
6.579415887E1,-9.278666228E-2
6.581499299E1,-8.626255393E-2
6.583582711E1,-7.601150870E-2
6.585666124E1,-6.916192174E-2
6.587749536E1,-6.477250904E-2
6.589832948E1,-5.706696212E-2
6.591916360E1,-4.648489878E-2
6.593999773E1,-3.690171614E-2
6.596083185E1,-2.901704982E-2
6.598166597E1,-1.977978088E-2
6.600250009E1,-6.527287420E-3
6.602333422E1,5.119952373E-3
6.604416834E1,9.456571192E-3
6.606500246E1,1.248073671E-2
6.608583658E1,1.684848592E-2
6.610667071E1,1.658769883E-2
6.612750483E1,8.459813893E-3
6.614833895E1,-2.809805330E-3
6.616917307E1,-7.390223909E-3
6.619000720E1,-4.935136996E-3
6.621084132E1,-4.552420578E-4
6.623167544E1,7.103681564E-3
6.625250956E1,1.884035021E-2
6.627334369E1,2.977831289E-2
6.629417781E1,3.198454529E-2
6.631501193E1,2.961358801E-2
