"Time (ms)","Recording (a.u.)"
1.654229327E1,8.221342415E-2
1.656312739E1,8.058062941E-2
1.658396151E1,8.544468880E-2
1.660479564E1,9.174518287E-2
1.662562976E1,9.738677740E-2
1.664646388E1,1.027828455E-1
1.666729800E1,1.113026887E-1
1.668813213E1,1.246308535E-1
1.670896625E1,1.401421130E-1
1.672980037E1,1.517416388E-1
1.675063449E1,1.544363201E-1
1.677146862E1,1.503124088E-1
1.679230274E1,1.471809596E-1
1.681313686E1,1.500010788E-1
1.683397098E1,1.558009684E-1
1.685480511E1,1.600254178E-1
1.687563923E1,1.626563072E-1
1.689647335E1,1.665238142E-1
1.691730747E1,1.707984209E-1
1.693814160E1,1.713995636E-1
1.695897572E1,1.691194624E-1
1.697980984E1,1.681140065E-1
1.700064396E1,1.710662246E-1
1.702147809E1,1.783557534E-1
1.704231221E1,1.881248355E-1
1.706314633E1,2.007149160E-1
1.708398045E1,2.173309922E-1
1.710481458E1,2.393558472E-1
1.712564870E1,2.647435069E-1
1.714648282E1,2.839584351E-1
1.716731694E1,2.949027717E-1
1.718815107E1,3.044517636E-1
1.720898519E1,3.156814277E-1
1.722981931E1,3.255721033E-1
1.725065343E1,3.285548687E-1
1.727148756E1,3.248721361E-1
1.729232168E1,3.211407065E-1
1.731315580E1,3.219753504E-1
1.733398992E1,3.285622597E-1
1.735482405E1,3.357930779E-1
1.737565817E1,3.333674073E-1
1.739649229E1,3.244521320E-1
1.741732641E1,3.199808002E-1
1.743816054E1,3.210039139E-1
1.745899466E1,3.214265108E-1
1.747982878E1,3.137905598E-1
1.750066290E1,3.015796840E-1
1.752149703E1,2.895686328E-1
1.754233115E1,2.769327760E-1
1.756316527E1,2.650471330E-1
1.758399939E1,2.532110810E-1
1.760483352E1,2.425279617E-1
1.762566764E1,2.319404185E-1
1.764650176E1,2.208334208E-1
1.766733588E1,2.139222026E-1
1.768817001E1,2.102585435E-1
1.770900413E1,2.034893036E-1
1.772983825E1,1.899329275E-1
1.775067237E1,1.725631058E-1
1.777150650E1,1.571752727E-1
1.779234062E1,1.432114244E-1
1.781317474E1,1.259852350E-1
1.783400886E1,1.071576178E-1
1.785484299E1,9.034329653E-2
1.787567711E1,7.505916804E-2
1.789651123E1,5.739308521E-2
1.791734535E1,3.594347835E-2
1.793817948E1,1.388606057E-2
1.795901360E1,-7.830403745E-3
1.797984772E1,-2.862227894E-2
1.800068184E1,-4.925245792E-2
1.802151597E1,-7.060564309E-2
1.804235009E1,-9.020312130E-2
1.806318421E1,-1.038098782E-1
1.808401833E1,-1.104813367E-1
1.810485246E1,-1.170916557E-1
1.812568658E1,-1.248946637E-1
1.814652070E1,-1.278421879E-1
1.816735482E1,-1.264688522E-1
1.818818895E1,-1.266655326E-1
1.820902307E1,-1.300466955E-1
1.822985719E1,-1.317185163E-1
1.825069131E1,-1.331002414E-1
1.827152544E1,-1.432806998E-1
1.829235956E1,-1.623262465E-1
1.831319368E1,-1.806250811E-1
1.833402780E1,-1.903251410E-1
1.835486193E1,-1.925616860E-1
1.837569605E1,-1.966872513E-1
1.839653017E1,-2.045438886E-1
1.841736429E1,-2.124435455E-1
1.843819842E1,-2.238399982E-1
1.845903254E1,-2.367445976E-1
1.847986666E1,-2.440596372E-1
1.850070078E1,-2.461745590E-1
1.852153491E1,-2.477084845E-1
1.854236903E1,-2.498608977E-1
1.856320315E1,-2.499559224E-1
1.858403727E1,-2.448541522E-1
1.860487140E1,-2.358377874E-1
1.862570552E1,-2.301183939E-1
1.864653964E1,-2.294609249E-1
1.866737376E1,-2.302767634E-1
1.868820789E1,-2.296070158E-1
1.870904201E1,-2.279290855E-1
1.872987613E1,-2.290664017E-1
1.875071025E1,-2.282175720E-1
1.877154438E1,-2.222483456E-1
1.879237850E1,-2.189515382E-1
1.881321262E1,-2.194282115E-1
1.883404674E1,-2.181002796E-1
1.885488087E1,-2.138252556E-1
1.887571499E1,-2.107032537E-1
1.889654911E1,-2.100988925E-1
1.891738323E1,-2.068911195E-1
1.893821736E1,-2.032319307E-1
1.895905148E1,-2.059388310E-1
1.897988560E1,-2.123092711E-1
1.900071972E1,-2.155484557E-1
1.902155385E1,-2.120497972E-1
1.904238797E1,-2.091350555E-1
1.906322209E1,-2.135179937E-1
1.908405621E1,-2.227897048E-1
1.910489034E1,-2.393825650E-1
1.912572446E1,-2.599809766E-1
1.914655858E1,-2.757494450E-1
1.916739270E1,-2.832280993E-1
1.918822683E1,-2.851873934E-1
1.920906095E1,-2.857106924E-1
1.922989507E1,-2.800449133E-1
1.925072919E1,-2.667611539E-1
1.927156332E1,-2.518357635E-1
1.929239744E1,-2.411630154E-1
1.931323156E1,-2.389760017E-1
1.933406568E1,-2.430044711E-1
1.935489981E1,-2.483682632E-1
1.937573393E1,-2.511799037E-1
1.939656805E1,-2.512607276E-1
1.941740217E1,-2.556948960E-1
1.943823630E1,-2.665793300E-1
1.945907042E1,-2.757915854E-1
1.947990454E1,-2.782880068E-1
1.950073866E1,-2.773653567E-1
1.952157279E1,-2.775304615E-1
1.954240691E1,-2.788802683E-1
1.956324103E1,-2.786490917E-1
1.958407515E1,-2.771342099E-1
1.960490928E1,-2.753524184E-1
1.962574340E1,-2.749932408E-1
1.964657752E1,-2.785767615E-1
1.966741164E1,-2.817733586E-1
1.968824577E1,-2.804598212E-1
1.970907989E1,-2.763402164E-1
1.972991401E1,-2.749746442E-1
1.975074813E1,-2.781509459E-1
1.977158226E1,-2.818654180E-1
1.979241638E1,-2.863446772E-1
1.981325050E1,-2.927861214E-1
1.983408462E1,-2.999232113E-1
1.985491875E1,-3.064477742E-1
1.987575287E1,-3.107478023E-1
1.989658699E1,-3.096926808E-1
1.991742111E1,-3.026459217E-1
1.993825524E1,-2.947976291E-1
1.995908936E1,-2.897168398E-1
1.997992348E1,-2.867713571E-1
2.000075760E1,-2.847020328E-1
2.002159173E1,-2.853496671E-1
2.004242585E1,-2.894523442E-1
2.006325997E1,-2.916155457E-1
2.008409409E1,-2.893398702E-1
2.010492822E1,-2.856314182E-1
2.012576234E1,-2.836144567E-1
2.014659646E1,-2.847458124E-1
2.016743058E1,-2.898280919E-1
2.018826471E1,-2.982301414E-1
2.020909883E1,-3.063494563E-1
2.022993295E1,-3.124828637E-1
2.025076707E1,-3.192887902E-1
2.027160120E1,-3.287443817E-1
2.029243532E1,-3.381265700E-1
2.031326944E1,-3.451314569E-1
2.033410356E1,-3.484556675E-1
2.035493769E1,-3.462854922E-1
2.037577181E1,-3.396393955E-1
2.039660593E1,-3.315541148E-1
2.041744005E1,-3.252310753E-1
2.043827418E1,-3.175466657E-1
2.045910830E1,-3.036469817E-1
2.047994242E1,-2.882857025E-1
2.050077654E1,-2.756738663E-1
2.052161067E1,-2.622960210E-1
2.054244479E1,-2.442061454E-1
2.056327891E1,-2.220532596E-1
2.058411303E1,-2.039714754E-1
2.060494716E1,-1.918422729E-1
2.062578128E1,-1.780326664E-1
2.064661540E1,-1.593880206E-1
2.066744952E1,-1.386119872E-1
2.068828365E1,-1.233341992E-1
2.070911777E1,-1.164786071E-1
2.072995189E1,-1.136498526E-1
2.075078601E1,-1.074449718E-1
2.077162014E1,-9.240022302E-2
2.079245426E1,-7.471156865E-2
2.081328838E1,-6.121598929E-2
2.083412250E1,-5.321474373E-2
2.085495663E1,-4.927900806E-2
2.087579075E1,-4.446029663E-2
2.089662487E1,-3.446576744E-2
2.091745899E1,-2.035028115E-2
2.093829312E1,-1.118575782E-2
2.095912724E1,-1.258326415E-2
2.097996136E1,-1.773236133E-2
2.100079548E1,-1.556014270E-2
2.102162961E1,-2.024048008E-3
2.104246373E1,1.691157185E-2
2.106329785E1,3.552047536E-2
2.108413197E1,5.374388024E-2
2.110496610E1,7.017068565E-2
2.112580022E1,8.245877922E-2
2.114663434E1,9.170354903E-2
2.116746846E1,1.004427671E-1
2.118830259E1,1.110417992E-1
2.120913671E1,1.235032529E-1
2.122997083E1,1.388634443E-1
2.125080495E1,1.576889157E-1
2.127163908E1,1.733359247E-1
2.129247320E1,1.818200648E-1
2.131330732E1,1.860465407E-1
2.133414144E1,1.910589337E-1
2.135497557E1,1.998499781E-1
2.137580969E1,2.085194886E-1
2.139664381E1,2.106987238E-1
2.141747793E1,2.039919496E-1
2.143831206E1,1.952548325E-1
2.145914618E1,1.912324280E-1
2.147998030E1,1.878674477E-1
2.150081442E1,1.794074327E-1
2.152164855E1,1.673458815E-1
2.154248267E1,1.588983089E-1
2.156331679E1,1.554797888E-1
2.158415091E1,1.519947052E-1
2.160498504E1,1.464889646E-1
2.162581916E1,1.387518346E-1
2.164665328E1,1.307056248E-1
2.166748740E1,1.252528131E-1
2.168832153E1,1.210457236E-1
2.170915565E1,1.159158200E-1
2.172998977E1,1.087711751E-1
2.175082389E1,1.009508520E-1
2.177165802E1,9.669093788E-2
2.179249214E1,9.790349007E-2
2.181332626E1,1.045181006E-1
2.183416038E1,1.154488921E-1
2.185499451E1,1.274554878E-1
2.187582863E1,1.369552761E-1
2.189666275E1,1.398595870E-1
2.191749687E1,1.345809698E-1
2.193833100E1,1.255443841E-1
2.195916512E1,1.195758879E-1
2.197999924E1,1.176399887E-1
2.200083336E1,1.158745214E-1
2.202166749E1,1.118439883E-1
2.204250161E1,1.049876362E-1
2.206333573E1,9.654454887E-2
2.208416985E1,8.734405041E-2
2.210500398E1,7.714612037E-2
2.212583810E1,6.602676213E-2
2.214667222E1,5.476157367E-2
2.216750634E1,4.318982363E-2
2.218834047E1,2.938840352E-2
2.220917459E1,1.387852617E-2
2.223000871E1,1.631922321E-3
2.225084283E1,-4.003685899E-3
2.227167696E1,-7.828509435E-3
2.229251108E1,-1.611899212E-2
2.231334520E1,-2.752348408E-2
2.233417932E1,-3.567542136E-2
2.235501345E1,-3.722656518E-2
2.237584757E1,-3.698800132E-2
2.239668169E1,-4.433380812E-2
2.241751581E1,-6.187175214E-2
2.243834994E1,-7.889615744E-2
2.245918406E1,-8.462681621E-2
2.248001818E1,-8.171141893E-2
2.250085231E1,-7.785121351E-2
2.252168643E1,-7.388314605E-2
2.254252055E1,-6.490171701E-2
2.256335467E1,-5.102968216E-2
2.258418880E1,-4.082148522E-2
2.260502292E1,-3.856734186E-2
2.262585704E1,-4.083105177E-2
2.264669116E1,-4.287684709E-2
2.266752529E1,-4.095027596E-2
2.268835941E1,-3.751672432E-2
2.270919353E1,-3.534946591E-2
2.273002765E1,-3.401428461E-2
2.275086178E1,-3.454307839E-2
2.277169590E1,-3.632424772E-2
2.279253002E1,-4.087129235E-2
2.281336414E1,-4.928209260E-2
2.283419827E1,-5.738464743E-2
2.285503239E1,-6.087321043E-2
2.287586651E1,-5.926634371E-2
2.289670063E1,-5.746848136E-2
2.291753476E1,-5.975383520E-2
2.293836888E1,-6.532660127E-2
2.295920300E1,-7.215704024E-2
2.298003712E1,-8.020257205E-2
2.300087125E1,-8.738932014E-2
2.302170537E1,-8.885753155E-2
2.304253949E1,-8.767670393E-2
2.306337361E1,-9.217594564E-2
2.308420774E1,-9.883255512E-2
2.310504186E1,-9.768401086E-2
2.312587598E1,-9.106165171E-2
2.314671010E1,-8.981788158E-2
2.316754423E1,-9.879458696E-2
2.318837835E1,-1.094526947E-1
2.320921247E1,-1.074412763E-1
2.323004659E1,-9.340387583E-2
2.325088072E1,-8.183930069E-2
2.327171484E1,-8.143579215E-2
2.329254896E1,-8.657947183E-2
2.331338308E1,-8.673824370E-2
2.333421721E1,-8.210884035E-2
2.335505133E1,-7.883457839E-2
2.337588545E1,-7.836687565E-2
2.339671957E1,-7.841313630E-2
2.341755370E1,-7.502486557E-2
2.343838782E1,-6.442555785E-2
2.345922194E1,-4.747021943E-2
2.348005606E1,-3.250737488E-2
2.350089019E1,-2.287859656E-2
2.352172431E1,-1.170409378E-2
2.354255843E1,2.205670578E-3
2.356339255E1,1.135203801E-2
2.358422668E1,1.381794270E-2
2.360506080E1,1.649664156E-2
2.362589492E1,1.983224973E-2
2.364672904E1,1.833536290E-2
2.366756317E1,1.680933498E-2
2.368839729E1,2.516272292E-2
2.370923141E1,4.031533748E-2
2.373006553E1,4.796038568E-2
2.375089966E1,4.104242846E-2
2.377173378E1,2.681751922E-2
2.379256790E1,1.454283483E-2
2.381340202E1,5.529091228E-3
2.383423615E1,-1.473019714E-3
2.385507027E1,-5.231411662E-3
2.387590439E1,-3.363553900E-3
2.389673851E1,2.750324318E-3
2.391757264E1,8.220354095E-3
2.393840676E1,1.353179943E-2
2.395924088E1,1.754125580E-2
2.398007500E1,1.571147144E-2
2.400090913E1,1.309300866E-2
2.402174325E1,1.832930185E-2
2.404257737E1,3.053347021E-2
2.406341149E1,3.668028489E-2
2.408424562E1,3.058375046E-2
2.410507974E1,2.377719432E-2
2.412591386E1,2.596435696E-2
2.414674798E1,3.326374292E-2
2.416758211E1,3.545870632E-2
2.418841623E1,3.251887485E-2
2.420925035E1,3.572355956E-2
2.423008447E1,5.052047223E-2
2.425091860E1,7.066774368E-2
2.427175272E1,8.666704595E-2
2.429258684E1,9.565517306E-2
2.431342096E1,1.015523225E-1
2.433425509E1,1.058425754E-1
2.435508921E1,1.075640768E-1
2.437592333E1,1.104447991E-1
2.439675745E1,1.166456416E-1
2.441759158E1,1.225024685E-1
2.443842570E1,1.242020279E-1
2.445925982E1,1.206001043E-1
2.448009394E1,1.164111197E-1
2.450092807E1,1.137361974E-1
2.452176219E1,1.056439877E-1
2.454259631E1,9.258737415E-2
2.456343043E1,8.288286626E-2
2.458426456E1,7.839259505E-2
2.460509868E1,7.820870727E-2
2.462593280E1,8.089957386E-2
2.464676692E1,8.354630321E-2
2.466760105E1,8.338392526E-2
2.468843517E1,7.954373956E-2
2.470926929E1,8.234602213E-2
2.473010341E1,9.909875691E-2
2.475093754E1,1.175309494E-1
2.477177166E1,1.271843016E-1
2.479260578E1,1.293867230E-1
2.481343990E1,1.288950443E-1
2.483427403E1,1.309213489E-1
2.485510815E1,1.341078728E-1
2.487594227E1,1.356528401E-1
2.489677639E1,1.346244812E-1
2.491761052E1,1.274874806E-1
2.493844464E1,1.185675859E-1
2.495927876E1,1.157670021E-1
2.498011288E1,1.205702499E-1
2.500094701E1,1.318302453E-1
2.502178113E1,1.417526454E-1
2.504261525E1,1.452488303E-1
2.506344937E1,1.492898017E-1
2.508428350E1,1.564756334E-1
2.510511762E1,1.635654122E-1
2.512595174E1,1.687743217E-1
2.514678586E1,1.729847640E-1
2.516761999E1,1.807570606E-1
2.518845411E1,1.881569773E-1
2.520928823E1,1.907429993E-1
2.523012235E1,1.952368021E-1
2.525095648E1,1.997601986E-1
2.527179060E1,1.949192584E-1
2.529262472E1,1.828061938E-1
2.531345884E1,1.727270484E-1
2.533429297E1,1.705699861E-1
2.535512709E1,1.728223711E-1
2.537596121E1,1.691910774E-1
2.539679533E1,1.611455083E-1
2.541762946E1,1.605362594E-1
2.543846358E1,1.701449156E-1
2.545929770E1,1.817574799E-1
2.548013182E1,1.837221682E-1
2.550096595E1,1.792585999E-1
2.552180007E1,1.795790642E-1
2.554263419E1,1.802597940E-1
2.556346831E1,1.775681376E-1
2.558430244E1,1.746994257E-1
2.560513656E1,1.719879210E-1
2.562597068E1,1.689657867E-1
2.564680480E1,1.626632810E-1
2.566763893E1,1.574091911E-1
2.568847305E1,1.611885577E-1
2.570930717E1,1.683707982E-1
2.573014129E1,1.706812531E-1
2.575097542E1,1.680716276E-1
2.577180954E1,1.640471220E-1
2.579264366E1,1.629749089E-1
2.581347778E1,1.641298831E-1
2.583431191E1,1.664359272E-1
2.585514603E1,1.751989573E-1
2.587598015E1,1.897518635E-1
2.589681427E1,2.037305832E-1
2.591764840E1,2.149301767E-1
2.593848252E1,2.227241844E-1
2.595931664E1,2.243239880E-1
2.598015076E1,2.165846527E-1
2.600098489E1,2.046889812E-1
2.602181901E1,1.983062029E-1
2.604265313E1,1.937465370E-1
2.606348725E1,1.833253950E-1
2.608432138E1,1.745630503E-1
2.610515550E1,1.756141633E-1
2.612598962E1,1.787039936E-1
2.614682374E1,1.710866094E-1
2.616765787E1,1.521562934E-1
2.618849199E1,1.348466277E-1
2.620932611E1,1.267505884E-1
2.623016023E1,1.204811782E-1
2.625099436E1,1.097888201E-1
2.627182848E1,9.530906379E-2
2.629266260E1,8.089260012E-2
2.631349672E1,7.160694897E-2
2.633433085E1,6.694061309E-2
2.635516497E1,6.502510607E-2
2.637599909E1,6.297148019E-2
2.639683321E1,5.681895092E-2
2.641766734E1,5.066413805E-2
2.643850146E1,4.905217141E-2
2.645933558E1,4.878964648E-2
2.648016970E1,4.332118481E-2
2.650100383E1,3.019293398E-2
2.652183795E1,1.643658616E-2
2.654267207E1,1.269706059E-2
2.656350619E1,1.783987135E-2
2.658434032E1,1.730934903E-2
2.660517444E1,8.888300508E-3
2.662600856E1,4.653830081E-3
2.664684268E1,9.418345988E-3
2.666767681E1,1.777283847E-2
2.668851093E1,2.103238739E-2
2.670934505E1,1.773146167E-2
2.673017917E1,8.825820871E-3
2.675101330E1,-3.132838057E-3
2.677184742E1,-6.293891929E-3
2.679268154E1,1.856618095E-3
2.681351566E1,8.425695822E-3
2.683434979E1,4.857762251E-3
2.685518391E1,-1.908877981E-3
2.687601803E1,1.354150241E-3
2.689685215E1,1.011674851E-2
2.691768628E1,7.523740176E-3
2.693852040E1,-7.573884446E-3
2.695935452E1,-2.214850485E-2
2.698018864E1,-2.669991180E-2
2.700102277E1,-2.765078470E-2
2.702185689E1,-3.803406283E-2
2.704269101E1,-5.477113277E-2
2.706352513E1,-6.522534788E-2
2.708435926E1,-6.296779960E-2
2.710519338E1,-5.122835934E-2
2.712602750E1,-4.173756018E-2
2.714686162E1,-4.245064035E-2
2.716769575E1,-5.230245739E-2
2.718852987E1,-6.153386086E-2
2.720936399E1,-5.780164897E-2
2.723019811E1,-4.454905912E-2
2.725103224E1,-3.783576936E-2
2.727186636E1,-4.426006228E-2
2.729270048E1,-5.118428171E-2
2.731353460E1,-4.587258026E-2
2.733436873E1,-3.595304489E-2
2.735520285E1,-3.448658809E-2
2.737603697E1,-4.310005903E-2
2.739687109E1,-5.263601989E-2
2.741770522E1,-5.647549033E-2
2.743853934E1,-5.749055743E-2
2.745937346E1,-5.715541169E-2
2.748020758E1,-5.621638149E-2
2.750104171E1,-5.532728136E-2
2.752187583E1,-5.406814814E-2
2.754270995E1,-4.937533289E-2
2.756354407E1,-3.743327409E-2
2.758437820E1,-2.404318377E-2
2.760521232E1,-1.476724073E-2
2.762604644E1,-7.681459188E-3
2.764688056E1,2.032407559E-3
2.766771469E1,1.468311064E-2
2.768854881E1,2.315942384E-2
2.770938293E1,2.563844249E-2
2.773021705E1,3.196840733E-2
2.775105118E1,4.867833108E-2
2.777188530E1,6.541894376E-2
2.779271942E1,7.113084197E-2
2.781355354E1,6.921184808E-2
2.783438767E1,6.992152333E-2
2.785522179E1,7.519582659E-2
2.787605591E1,7.973780483E-2
2.789689003E1,8.251602948E-2
2.791772416E1,8.441066742E-2
2.793855828E1,8.514796197E-2
2.795939240E1,8.264259994E-2
2.798022652E1,7.760830969E-2
2.800106065E1,7.565966994E-2
2.802189477E1,7.911831141E-2
2.804272889E1,8.384580165E-2
2.806356301E1,8.544719964E-2
2.808439714E1,8.595643938E-2
2.810523126E1,8.832975477E-2
2.812606538E1,9.219791740E-2
2.814689950E1,9.579788148E-2
2.816773363E1,9.633030742E-2
2.818856775E1,9.227307141E-2
2.820940187E1,8.614884317E-2
2.823023599E1,8.384069055E-2
2.825107012E1,8.644155413E-2
2.827190424E1,8.815467358E-2
2.829273836E1,8.654153347E-2
2.831357248E1,8.354844153E-2
2.833440661E1,8.139740676E-2
2.835524073E1,8.027586341E-2
2.837607485E1,7.647118717E-2
2.839690897E1,6.950312853E-2
2.841774310E1,6.263259798E-2
2.843857722E1,5.827839673E-2
2.845941134E1,5.802274495E-2
2.848024546E1,6.210532784E-2
2.850107959E1,6.829349697E-2
2.852191371E1,7.032709569E-2
2.854274783E1,6.665848196E-2
2.856358195E1,6.198290735E-2
2.858441608E1,5.426958203E-2
2.860525020E1,4.168416932E-2
2.862608432E1,2.754754573E-2
2.864691844E1,1.435158215E-2
2.866775257E1,7.207530551E-3
2.868858669E1,5.490006879E-3
2.870942081E1,2.955543343E-3
2.873025493E1,-1.183212269E-3
2.875108906E1,-4.296174739E-3
2.877192318E1,-4.511083476E-3
2.879275730E1,-5.871423986E-3
2.881359142E1,-1.164096873E-2
2.883442555E1,-1.623073220E-2
2.885525967E1,-1.725216955E-2
2.887609379E1,-1.866992377E-2
2.889692791E1,-2.282992937E-2
2.891776204E1,-2.889469638E-2
2.893859616E1,-3.450158238E-2
2.895943028E1,-4.021565616E-2
2.898026440E1,-4.593107104E-2
2.900109853E1,-4.712226987E-2
2.902193265E1,-4.494401813E-2
2.904276677E1,-4.493951797E-2
2.906360089E1,-4.868932813E-2
2.908443502E1,-5.532561988E-2
2.910526914E1,-5.937838554E-2
2.912610326E1,-5.234589800E-2
2.914693738E1,-3.852702677E-2
2.916777151E1,-3.266388923E-2
2.918860563E1,-3.842738271E-2
2.920943975E1,-4.607514292E-2
2.923027387E1,-4.500243068E-2
2.925110800E1,-3.830922395E-2
2.927194212E1,-3.782757372E-2
2.929277624E1,-4.573237896E-2
2.931361036E1,-5.668398738E-2
2.933444449E1,-6.525696069E-2
2.935527861E1,-6.769517064E-2
2.937611273E1,-6.767337024E-2
2.939694685E1,-7.099066675E-2
2.941778098E1,-7.496833056E-2
2.943861510E1,-7.194875926E-2
2.945944922E1,-5.974529684E-2
2.948028334E1,-4.895320535E-2
2.950111747E1,-4.732665047E-2
2.952195159E1,-4.731524736E-2
2.954278571E1,-4.220515862E-2
2.956361983E1,-3.390800208E-2
2.958445396E1,-3.480894119E-2
2.960528808E1,-4.903829098E-2
2.962612220E1,-6.188218668E-2
2.964695632E1,-6.542500854E-2
2.966779045E1,-6.511289626E-2
2.968862457E1,-6.659524143E-2
2.970945869E1,-6.806989014E-2
2.973029281E1,-7.082691044E-2
2.975112694E1,-7.684230804E-2
2.977196106E1,-8.075661957E-2
2.979279518E1,-7.745623589E-2
2.981362930E1,-6.322094053E-2
2.983446343E1,-4.828248918E-2
2.985529755E1,-4.530604929E-2
2.987613167E1,-5.010797828E-2
2.989696579E1,-5.296826363E-2
2.991779992E1,-4.338417575E-2
2.993863404E1,-2.896286920E-2
2.995946816E1,-2.900009975E-2
2.998030228E1,-3.744668514E-2
3.000113641E1,-4.022785276E-2
3.002197053E1,-3.369426355E-2
3.004280465E1,-2.426467463E-2
3.006363877E1,-2.374903671E-2
3.008447290E1,-2.763792127E-2
3.010530702E1,-3.115533665E-2
3.012614114E1,-3.704991564E-2
3.014697526E1,-4.388599098E-2
3.016780939E1,-5.060886592E-2
3.018864351E1,-5.332857370E-2
3.020947763E1,-5.365383253E-2
3.023031175E1,-5.517440662E-2
3.025114588E1,-5.357959867E-2
3.027198000E1,-4.815741628E-2
3.029281412E1,-4.266353697E-2
3.031364824E1,-4.050133005E-2
3.033448237E1,-4.207387567E-2
3.035531649E1,-4.340945184E-2
3.037615061E1,-4.415119067E-2
3.039698473E1,-5.090232939E-2
3.041781886E1,-6.519445777E-2
3.043865298E1,-7.676281035E-2
3.045948710E1,-7.721207291E-2
3.048032122E1,-6.908851117E-2
3.050115535E1,-6.383322924E-2
3.052198947E1,-6.706131250E-2
3.054282359E1,-7.009944320E-2
3.056365771E1,-6.458689272E-2
3.058449184E1,-4.836353287E-2
3.060532596E1,-3.112422675E-2
3.062616008E1,-2.398873493E-2
3.064699420E1,-2.246013284E-2
3.066782833E1,-2.038942836E-2
3.068866245E1,-1.599581912E-2
3.070949657E1,-1.329172216E-2
3.073033069E1,-1.492657419E-2
3.075116482E1,-1.696540229E-2
3.077199894E1,-2.078513429E-2
3.079283306E1,-2.432195842E-2
3.081366718E1,-2.399715036E-2
3.083450131E1,-2.266534604E-2
3.085533543E1,-2.679964341E-2
3.087616955E1,-4.237215966E-2
3.089700367E1,-6.420050561E-2
3.091783780E1,-8.481344581E-2
3.093867192E1,-1.030228734E-1
3.095950604E1,-1.189929843E-1
3.098034016E1,-1.299298406E-1
3.100117429E1,-1.333335787E-1
3.102200841E1,-1.350551844E-1
3.104284253E1,-1.379767358E-1
3.106367665E1,-1.360513568E-1
3.108451078E1,-1.285341382E-1
3.110534490E1,-1.252973229E-1
3.112617902E1,-1.313890517E-1
3.114701314E1,-1.358183324E-1
3.116784727E1,-1.300878525E-1
3.118868139E1,-1.205359101E-1
3.120951551E1,-1.163640991E-1
3.123034963E1,-1.171582192E-1
3.125118376E1,-1.156114265E-1
3.127201788E1,-1.076985300E-1
3.129285200E1,-9.299983084E-2
3.131368612E1,-7.818667591E-2
3.133452025E1,-7.203292847E-2
3.135535437E1,-6.850775331E-2
3.137618849E1,-5.653628707E-2
3.139702261E1,-3.709996119E-2
3.141785674E1,-2.057256177E-2
3.143869086E1,-1.216400042E-2
3.145952498E1,-7.234553806E-3
3.148035910E1,-4.164326470E-3
3.150119323E1,-2.387451474E-3
3.152202735E1,-1.979754772E-3
3.154286147E1,-6.064594258E-3
3.156369559E1,-1.213424280E-2
3.158452972E1,-1.498544682E-2
3.160536384E1,-1.269456465E-2
3.162619796E1,-1.036677416E-2
3.164703208E1,-1.416634116E-2
3.166786621E1,-2.382964268E-2
3.168870033E1,-3.356022760E-2
3.170953445E1,-3.482335061E-2
3.173036857E1,-2.808200568E-2
3.175120270E1,-2.270093188E-2
3.177203682E1,-2.351332828E-2
3.179287094E1,-2.392871678E-2
3.181370506E1,-1.696875319E-2
3.183453919E1,-9.557701647E-3
3.185537331E1,-1.080379263E-2
3.187620743E1,-1.612387039E-2
3.189704155E1,-1.667059772E-2
3.191787568E1,-1.456724014E-2
3.193870980E1,-1.964231022E-2
3.195954392E1,-3.465508670E-2
3.198037804E1,-4.543984681E-2
3.200121217E1,-3.856124356E-2
3.202204629E1,-2.175632678E-2
3.204288041E1,-9.957471862E-3
3.206371453E1,-8.468164131E-3
3.208454866E1,-9.391453117E-3
3.210538278E1,-1.314936904E-3
3.212621690E1,1.489092968E-2
3.214705102E1,3.023782745E-2
3.216788515E1,3.792415559E-2
3.218871927E1,3.578113392E-2
3.220955339E1,3.360560536E-2
3.223038751E1,4.307975620E-2
3.225122164E1,5.960802734E-2
3.227205576E1,7.058374584E-2
3.229288988E1,6.795100868E-2
3.231372400E1,5.807086080E-2
3.233455813E1,5.472484231E-2
3.235539225E1,6.165312976E-2
3.237622637E1,7.222832739E-2
3.239706049E1,7.579533756E-2
3.241789462E1,7.015003264E-2
3.243872874E1,6.395383179E-2
3.245956286E1,6.126142293E-2
3.248039698E1,5.548503250E-2
3.250123111E1,4.374139756E-2
3.252206523E1,3.631803766E-2
3.254289935E1,3.869161010E-2
3.256373347E1,4.475890845E-2
3.258456760E1,4.913678765E-2
3.260540172E1,4.827062786E-2
3.262623584E1,4.501862451E-2
3.264706996E1,4.255754501E-2
3.266790409E1,3.705177456E-2
3.268873821E1,3.026223741E-2
3.270957233E1,2.912241220E-2
3.273040645E1,3.558359668E-2
3.275124058E1,4.114094377E-2
3.277207470E1,3.976041451E-2
3.279290882E1,3.861021250E-2
3.281374294E1,4.106007144E-2
3.283457707E1,4.353566095E-2
3.285541119E1,4.005400091E-2
3.287624531E1,2.799480967E-2
3.289707943E1,1.309543196E-2
3.291791356E1,1.321144402E-3
3.293874768E1,-2.726428676E-3
3.295958180E1,-3.601497505E-3
3.298041592E1,-9.160168469E-3
3.300125005E1,-1.800634526E-2
3.302208417E1,-2.727518044E-2
3.304291829E1,-3.249235824E-2
3.306375241E1,-3.129756451E-2
3.308458654E1,-2.827983908E-2
3.310542066E1,-2.602977492E-2
3.312625478E1,-2.297468297E-2
