"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.967306525E1,5.927673340E-2,-1.561253357E-1,9.815987549E0
8.969306725E1,6.301895142E-2,-1.537303162E-1,9.824370117E0
8.971306825E1,6.002517700E-2,-1.508862305E-1,9.823172607E0
8.973307125E1,5.748046875E-2,-1.657054138E-1,9.833052063E0
8.975307325E1,5.882766724E-2,-1.633103943E-1,9.815388794E0
8.977307525E1,5.328918457E-2,-1.568737793E-1,9.817035370E0
8.979307725E1,5.703140259E-2,-1.544787598E-1,9.816586304E0
8.981307825E1,5.583389282E-2,-1.448986816E-1,9.808652802E0
8.983308025E1,6.077362061E-2,-1.682501221E-1,9.819879456E0
8.985308225E1,5.643264771E-2,-1.616638184E-1,9.822424164E0
8.987308325E1,5.673202515E-2,-1.609153748E-1,9.821825409E0
8.989308425E1,5.553451538E-2,-1.622625732E-1,9.816885681E0
8.991308525E1,5.538482666E-2,-1.508862305E-1,9.831555176E0
8.993308725E1,6.301895142E-2,-1.553768921E-1,9.810598755E0
8.995308725E1,6.017486572E-2,-1.639091492E-1,9.830806732E0
8.997308725E1,5.912704468E-2,-1.609153748E-1,9.811496887E0
8.999308825E1,6.182144165E-2,-1.622625732E-1,9.821376343E0
9.001309025E1,5.313949585E-2,-1.615141296E-1,9.827962646E0
9.003309125E1,5.688171387E-2,-1.543290710E-1,9.828561401E0
9.005309325E1,6.361770630E-2,-1.580712891E-1,9.832303619E0
9.007309325E1,5.957611084E-2,-1.618135071E-1,9.816735992E0
9.009309325E1,5.718109131E-2,-1.607656860E-1,9.823621674E0
9.011309425E1,5.313949585E-2,-1.573228455E-1,9.826914825E0
9.013309525E1,5.523513794E-2,-1.645079041E-1,9.821076965E0
9.015309625E1,5.718109131E-2,-1.502874756E-1,9.817933502E0
9.017309625E1,6.242019653E-2,-1.588197327E-1,9.823322296E0
9.019309725E1,4.864883423E-2,-1.588197327E-1,9.826316071E0
9.021309625E1,6.032455444E-2,-1.634600830E-1,9.831555176E0
9.023309625E1,5.538482666E-2,-1.603166199E-1,9.819580078E0
9.025309725E1,5.792953491E-2,-1.615141296E-1,9.827663269E0
9.027309825E1,5.104385376E-2,-1.583706665E-1,9.829609222E0
9.029310025E1,6.256988525E-2,-1.532812500E-1,9.810149689E0
9.031310125E1,5.643264771E-2,-1.558259583E-1,9.824070740E0
9.033310225E1,5.418731689E-2,-1.535806274E-1,9.824519806E0
9.035310137E1,6.256988525E-2,-1.621128845E-1,9.824519806E0
9.037310137E1,6.137237549E-2,-1.514849854E-1,9.820478210E0
9.039310238E1,5.792953491E-2,-1.631607056E-1,9.825567627E0
9.041310137E1,5.448669434E-2,-1.610650635E-1,9.821825409E0
9.043310137E1,5.748046875E-2,-1.619631958E-1,9.812544708E0
9.045310137E1,6.077362061E-2,-1.573228455E-1,9.821675720E0
9.047310238E1,6.227050781E-2,-1.673519897E-1,9.814939728E0
9.049310437E1,5.807922363E-2,-1.516346741E-1,9.825118561E0
9.051310437E1,5.328918457E-2,-1.679507446E-1,9.825118561E0
9.053310637E1,6.062393188E-2,-1.645079041E-1,9.828112335E0
9.055310737E1,6.197113037E-2,-1.669029236E-1,9.829758911E0
9.057310737E1,5.748046875E-2,-1.553768921E-1,9.822573853E0
9.059311037E1,5.658233643E-2,-1.594184875E-1,9.814490662E0
9.061311238E1,6.750961304E-2,-1.652563477E-1,9.812544708E0
9.063311537E1,6.062393188E-2,-1.640588379E-1,9.821376343E0
9.065311837E1,5.643264771E-2,-1.496887207E-1,9.832602997E0
9.067312137E1,6.436614990E-2,-1.555265808E-1,9.817484436E0
9.069312537E1,6.391708374E-2,-1.483415222E-1,9.826316071E0
9.071312738E1,5.673202515E-2,-1.688488770E-1,9.821076965E0
9.073312837E1,6.182144165E-2,-1.607656860E-1,9.825268250E0
9.075313138E1,5.733078003E-2,-1.588197327E-1,9.832453308E0
9.077313237E1,6.331832886E-2,-1.564247131E-1,9.824669495E0
9.079313337E1,6.376739502E-2,-1.622625732E-1,9.820328522E0
9.081313538E1,5.508544922E-2,-1.565744019E-1,9.826914825E0
9.083313838E1,5.748046875E-2,-1.525328064E-1,9.819879456E0
9.085314037E1,5.328918457E-2,-1.606159973E-1,9.810748444E0
9.087314337E1,4.984634399E-2,-1.535806274E-1,9.816586304E0
9.089314538E1,5.882766724E-2,-1.523831177E-1,9.832602997E0
9.091314837E1,5.254074097E-2,-1.499880981E-1,9.814340973E0
9.093315037E1,5.493576050E-2,-1.540296936E-1,9.831255798E0
9.095315437E1,6.840774536E-2,-1.621128845E-1,9.816137238E0
9.097315738E1,5.313949585E-2,-1.475930786E-1,9.822573853E0
9.099316038E1,6.316864014E-2,-1.483415222E-1,9.819580078E0
9.101316137E1,6.421646118E-2,-1.628613281E-1,9.827962646E0
9.103316237E1,5.059478760E-2,-1.574725342E-1,9.829309845E0
9.105316338E1,6.526428223E-2,-1.612147522E-1,9.822274475E0
9.107316338E1,6.511459351E-2,-1.511856079E-1,9.830058289E0
9.109316438E1,5.658233643E-2,-1.573228455E-1,9.821376343E0
9.111316438E1,6.077362061E-2,-1.649569702E-1,9.825417938E0
9.113316437E1,6.975494385E-2,-1.568737793E-1,9.815837860E0
9.115316537E1,5.433700562E-2,-1.640588379E-1,9.814490662E0
9.117316638E1,6.556365967E-2,-1.621128845E-1,9.815538483E0
9.119316738E1,6.077362061E-2,-1.529818726E-1,9.814939728E0
9.121316937E1,5.673202515E-2,-1.576222229E-1,9.825268250E0
9.123316937E1,5.388793945E-2,-1.634600830E-1,9.822723541E0
9.125317038E1,5.718109131E-2,-1.755848694E-1,9.812245331E0
9.127317137E1,6.032455444E-2,-1.550775146E-1,9.833201752E0
9.129317237E1,5.822891235E-2,-1.595681763E-1,9.826465759E0
9.131317338E1,5.987548828E-2,-1.499880981E-1,9.824370117E0
9.133317438E1,5.284011841E-2,-1.612147522E-1,9.824819183E0
9.135317525E1,5.957611084E-2,-1.715432739E-1,9.833800507E0
9.137317625E1,6.212081909E-2,-1.502874756E-1,9.817933502E0
9.139317825E1,5.882766724E-2,-1.661544800E-1,9.822873230E0
9.141318025E1,6.436614990E-2,-1.580712891E-1,9.809850311E0
9.143318125E1,5.837860107E-2,-1.558259583E-1,9.819580078E0
9.145318225E1,5.478607178E-2,-1.561253357E-1,9.829908600E0
9.147318225E1,5.882766724E-2,-1.610650635E-1,9.813143463E0
9.149318325E1,5.598358154E-2,-1.538800049E-1,9.818232880E0
9.151318425E1,6.316864014E-2,-1.583706665E-1,9.815987549E0
9.153318425E1,5.613327026E-2,-1.541793823E-1,9.814640350E0
9.155318525E1,5.792953491E-2,-1.591191101E-1,9.835297394E0
9.157318725E1,5.628295898E-2,-1.549278259E-1,9.820178833E0
9.159318825E1,6.242019653E-2,-1.613644409E-1,9.823022919E0
9.161319125E1,6.137237549E-2,-1.564247131E-1,9.826465759E0
9.163319125E1,5.538482666E-2,-1.558259583E-1,9.823172607E0
9.165319325E1,5.373825073E-2,-1.528321838E-1,9.831106110E0
9.167319425E1,5.688171387E-2,-1.601669312E-1,9.829609222E0
9.169319425E1,6.062393188E-2,-1.579216003E-1,9.836045837E0
9.171319625E1,6.301895142E-2,-1.523831177E-1,9.819131012E0
9.173319825E1,5.493576050E-2,-1.712438965E-1,9.833052063E0
9.175319925E1,5.269042969E-2,-1.555265808E-1,9.832153931E0
9.177320125E1,5.703140259E-2,-1.535806274E-1,9.826166382E0
9.179320325E1,5.673202515E-2,-1.613644409E-1,9.823022919E0
9.181320425E1,6.077362061E-2,-1.568737793E-1,9.826914825E0
9.183320625E1,5.583389282E-2,-1.561253357E-1,9.832902374E0
9.185320825E1,6.885681152E-2,-1.576222229E-1,9.821675720E0
9.187321025E1,5.508544922E-2,-1.528321838E-1,9.826316071E0
9.189321225E1,6.466552734E-2,-1.553768921E-1,9.823322296E0
9.191321325E1,4.939727783E-2,-1.532812500E-1,9.844278717E0
9.193321425E1,6.002517700E-2,-1.534309387E-1,9.827812958E0
9.195321625E1,5.987548828E-2,-1.552272034E-1,9.823022919E0
9.197321825E1,5.074447632E-2,-1.619631958E-1,9.829459534E0
9.199322025E1,6.721023560E-2,-1.698966980E-1,9.826016693E0
9.201322325E1,5.792953491E-2,-1.622625732E-1,9.824220428E0
9.203322525E1,6.466552734E-2,-1.579216003E-1,9.825867004E0
9.205322725E1,6.810836792E-2,-1.570234680E-1,9.823172607E0
9.207322925E1,5.777984619E-2,-1.654060364E-1,9.828711090E0
9.209323125E1,5.733078003E-2,-1.523831177E-1,9.815388794E0
9.211323425E1,6.361770630E-2,-1.624122620E-1,9.827812958E0
9.213323725E1,5.298980713E-2,-1.643582153E-1,9.821076965E0
9.215323925E1,6.331832886E-2,-1.546284485E-1,9.821376343E0
9.217324225E1,5.987548828E-2,-1.568737793E-1,9.818382568E0
9.219324425E1,5.343887329E-2,-1.514849854E-1,9.823322296E0
9.221324725E1,5.284011841E-2,-1.537303162E-1,9.820029144E0
9.223324925E1,5.957611084E-2,-1.628613281E-1,9.832004242E0
9.225325225E1,6.391708374E-2,-1.469943237E-1,9.822723541E0
9.227325425E1,4.819976807E-2,-1.594184875E-1,9.826166382E0
9.229325425E1,5.852828979E-2,-1.550775146E-1,9.828711090E0
9.231325425E1,6.002517700E-2,-1.576222229E-1,9.826465759E0
9.233325725E1,6.346801758E-2,-1.571731567E-1,9.823471985E0
9.235325817E1,6.137237549E-2,-1.583706665E-1,9.822723541E0
9.237326017E1,5.403762817E-2,-1.546284485E-1,9.829758911E0
9.239326317E1,5.673202515E-2,-1.594184875E-1,9.820777588E0
9.241326617E1,5.613327026E-2,-1.513352966E-1,9.837692413E0
9.243326817E1,6.152206421E-2,-1.618135071E-1,9.822723541E0
9.245327117E1,5.388793945E-2,-1.615141296E-1,9.825118561E0
9.247327517E1,7.095245361E-2,-1.663041687E-1,9.818382568E0
9.249327917E1,5.613327026E-2,-1.591191101E-1,9.820328522E0
9.251328517E1,5.508544922E-2,-1.576222229E-1,9.830956421E0
9.253329117E1,5.942642212E-2,-1.689985657E-1,9.823771362E0
9.255329617E1,6.182144165E-2,-1.658551025E-1,9.820627899E0
9.257330117E1,5.553451538E-2,-1.580712891E-1,9.824519806E0
9.259330617E1,6.526428223E-2,-1.529818726E-1,9.828711090E0
9.261331217E1,6.152206421E-2,-1.651066589E-1,9.815239105E0
9.263331817E1,5.343887329E-2,-1.615141296E-1,9.821376343E0
9.265332317E1,5.703140259E-2,-1.481918335E-1,9.826914825E0
9.267332717E1,5.598358154E-2,-1.534309387E-1,9.828262024E0
9.269333217E1,6.182144165E-2,-1.625619507E-1,9.813891907E0
9.271333617E1,5.927673340E-2,-1.558259583E-1,9.823621674E0
9.273334017E1,5.358856201E-2,-1.582209778E-1,9.821376343E0
9.275334417E1,5.373825073E-2,-1.646575928E-1,9.826615448E0
9.277334917E1,6.750961304E-2,-1.543290710E-1,9.815837860E0
9.279335517E1,5.807922363E-2,-1.550775146E-1,9.820777588E0
9.281335917E1,6.212081909E-2,-1.507365417E-1,9.836644592E0
9.283336617E1,5.867797852E-2,-1.457968140E-1,9.828411713E0
9.285337117E1,5.628295898E-2,-1.612147522E-1,9.824669495E0
9.287337717E1,4.819976807E-2,-1.520837402E-1,9.834848328E0
9.289338317E1,5.763015747E-2,-1.532812500E-1,9.827663269E0
9.291338917E1,5.493576050E-2,-1.643582153E-1,9.820627899E0
9.293339517E1,5.523513794E-2,-1.540296936E-1,9.824370117E0
9.295340017E1,5.792953491E-2,-1.610650635E-1,9.827663269E0
9.297340417E1,5.763015747E-2,-1.645079041E-1,9.823771362E0
9.299340917E1,7.050338745E-2,-1.538800049E-1,9.827064514E0
9.301341417E1,6.436614990E-2,-1.640588379E-1,9.818382568E0
9.303341917E1,6.047424316E-2,-1.547781372E-1,9.824070740E0
9.305342417E1,5.792953491E-2,-1.454974365E-1,9.829309845E0
9.307342817E1,5.643264771E-2,-1.559756470E-1,9.819430389E0
9.309343317E1,6.212081909E-2,-1.568737793E-1,9.824070740E0
9.311343717E1,5.089416504E-2,-1.576222229E-1,9.819280701E0
9.313344317E1,5.598358154E-2,-1.642085266E-1,9.827812958E0
9.315344817E1,6.077362061E-2,-1.618135071E-1,9.816885681E0
9.317345317E1,5.448669434E-2,-1.619631958E-1,9.826615448E0
9.319345817E1,6.242019653E-2,-1.532812500E-1,9.824669495E0
9.321346417E1,5.388793945E-2,-1.573228455E-1,9.824819183E0
9.323346817E1,6.107299805E-2,-1.592687988E-1,9.815987549E0
9.325347217E1,6.002517700E-2,-1.571731567E-1,9.831405487E0
9.327347617E1,6.286926270E-2,-1.654060364E-1,9.811945953E0
9.329348117E1,5.598358154E-2,-1.657054138E-1,9.816137238E0
9.331348717E1,6.391708374E-2,-1.558259583E-1,9.815239105E0
9.333349317E1,6.496490479E-2,-1.544787598E-1,9.819430389E0
9.335349775E1,5.763015747E-2,-1.549278259E-1,9.826016693E0
9.337350175E1,5.658233643E-2,-1.651066589E-1,9.828262024E0
9.339350775E1,5.733078003E-2,-1.622625732E-1,9.828711090E0
9.341351175E1,6.137237549E-2,-1.603166199E-1,9.830058289E0
9.343351675E1,5.822891235E-2,-1.695973206E-1,9.821076965E0
9.345352275E1,6.556365967E-2,-1.678010559E-1,9.818382568E0
9.347352875E1,6.481521606E-2,-1.574725342E-1,9.815239105E0
9.349353475E1,6.047424316E-2,-1.627116394E-1,9.826166382E0
9.351354175E1,6.002517700E-2,-1.583706665E-1,9.810748444E0
9.353354875E1,5.149291992E-2,-1.526824951E-1,9.821226654E0
9.355355375E1,5.972579956E-2,-1.565744019E-1,9.832453308E0
9.357355775E1,6.152206421E-2,-1.592687988E-1,9.813891907E0
9.359356275E1,5.777984619E-2,-1.559756470E-1,9.832303619E0
9.361356575E1,6.256988525E-2,-1.550775146E-1,9.821376343E0
9.363357075E1,5.733078003E-2,-1.683998108E-1,9.826016693E0
9.365357675E1,5.164260864E-2,-1.550775146E-1,9.817334747E0
9.367358275E1,5.284011841E-2,-1.568737793E-1,9.825867004E0
9.369358775E1,6.676116943E-2,-1.505868530E-1,9.818831635E0
9.371359475E1,6.047424316E-2,-1.692979431E-1,9.827513580E0
9.373359975E1,5.074447632E-2,-1.604663086E-1,9.818382568E0
9.375360675E1,5.463638306E-2,-1.574725342E-1,9.821675720E0
9.377361275E1,5.987548828E-2,-1.597178650E-1,9.830058289E0
9.379361875E1,6.197113037E-2,-1.604663086E-1,9.825268250E0
9.381362475E1,6.122268677E-2,-1.555265808E-1,9.829459534E0
9.383362975E1,5.748046875E-2,-1.634600830E-1,9.818681946E0
9.385363475E1,5.538482666E-2,-1.531315613E-1,9.825867004E0
9.387363975E1,4.939727783E-2,-1.568737793E-1,9.793983307E0
9.389364475E1,6.167175293E-2,-1.616638184E-1,9.835147705E0
9.391364975E1,5.508544922E-2,-1.574725342E-1,9.830207977E0
9.393365675E1,6.167175293E-2,-1.505868530E-1,9.820029144E0
9.395366275E1,6.421646118E-2,-1.649569702E-1,9.820328522E0
9.397366875E1,5.837860107E-2,-1.669029236E-1,9.822873230E0
9.399367375E1,5.149291992E-2,-1.523831177E-1,9.813891907E0
9.401367875E1,6.451583862E-2,-1.597178650E-1,9.830357666E0
9.403368375E1,5.718109131E-2,-1.588197327E-1,9.813293152E0
9.405369075E1,5.912704468E-2,-1.541793823E-1,9.843380585E0
9.407369775E1,4.745132446E-2,-1.573228455E-1,9.828262024E0
9.409370575E1,5.867797852E-2,-1.495390320E-1,9.815688171E0
9.411371175E1,6.152206421E-2,-1.733395386E-1,9.814490662E0
9.413371875E1,6.256988525E-2,-1.594184875E-1,9.811646576E0
9.415372575E1,6.227050781E-2,-1.558259583E-1,9.823172607E0
9.417373075E1,5.568420410E-2,-1.669029236E-1,9.826016693E0
9.419373775E1,5.598358154E-2,-1.559756470E-1,9.824370117E0
9.421374475E1,6.556365967E-2,-1.571731567E-1,9.824070740E0
9.423375175E1,6.017486572E-2,-1.606159973E-1,9.825118561E0
9.425375775E1,5.269042969E-2,-1.589694214E-1,9.819131012E0
9.427376275E1,5.269042969E-2,-1.718426514E-1,9.834848328E0
9.429376875E1,5.553451538E-2,-1.547781372E-1,9.800270233E0
9.431377375E1,5.763015747E-2,-1.576222229E-1,9.818083191E0
9.433377975E1,5.837860107E-2,-1.609153748E-1,9.824519806E0
9.435378463E1,6.870712280E-2,-1.513352966E-1,9.826166382E0
9.437379062E1,5.104385376E-2,-1.678010559E-1,9.827214203E0
9.439379663E1,5.598358154E-2,-1.633103943E-1,9.846673737E0
9.441380262E1,5.403762817E-2,-1.556762695E-1,9.807305603E0
9.443380763E1,5.957611084E-2,-1.579216003E-1,9.837542725E0
9.445381163E1,6.047424316E-2,-1.618135071E-1,9.816286926E0
9.447381863E1,6.197113037E-2,-1.689985657E-1,9.827812958E0
9.449382562E1,5.807922363E-2,-1.508862305E-1,9.819131012E0
9.451383262E1,6.017486572E-2,-1.523831177E-1,9.828711090E0
9.453383962E1,5.792953491E-2,-1.594184875E-1,9.831704865E0
9.455384662E1,6.167175293E-2,-1.594184875E-1,9.824519806E0
9.457385363E1,5.269042969E-2,-1.610650635E-1,9.826316071E0
9.459386163E1,6.107299805E-2,-1.600172424E-1,9.819729767E0
9.461386762E1,6.706054688E-2,-1.508862305E-1,9.826615448E0
9.463387462E1,5.643264771E-2,-1.579216003E-1,9.808652802E0
9.465388162E1,5.508544922E-2,-1.666035461E-1,9.829908600E0
9.467388763E1,6.062393188E-2,-1.634600830E-1,9.814640350E0
9.469389362E1,6.436614990E-2,-1.648072815E-1,9.820178833E0
9.471389862E1,5.448669434E-2,-1.573228455E-1,9.821526031E0
9.473390363E1,6.002517700E-2,-1.507365417E-1,9.817185059E0
9.475390862E1,6.361770630E-2,-1.481918335E-1,9.832153931E0
9.477391362E1,5.807922363E-2,-1.550775146E-1,9.820627899E0
9.479391762E1,6.062393188E-2,-1.607656860E-1,9.812544708E0
9.481392163E1,6.271957397E-2,-1.459465027E-1,9.821675720E0
9.483392462E1,6.436614990E-2,-1.571731567E-1,9.829908600E0
9.485392762E1,5.852828979E-2,-1.595681763E-1,9.812544708E0
9.487393062E1,5.478607178E-2,-1.580712891E-1,9.822424164E0
9.489393363E1,5.852828979E-2,-1.622625732E-1,9.826465759E0
9.491393862E1,5.568420410E-2,-1.565744019E-1,9.810000000E0
9.493394262E1,6.152206421E-2,-1.606159973E-1,9.826166382E0
9.495394762E1,5.718109131E-2,-1.639091492E-1,9.815388794E0
9.497395263E1,5.643264771E-2,-1.594184875E-1,9.827363892E0
9.499395762E1,5.493576050E-2,-1.646575928E-1,9.832303619E0
9.501396262E1,6.451583862E-2,-1.604663086E-1,9.817933502E0
9.503396763E1,6.032455444E-2,-1.694476318E-1,9.830058289E0
9.505397262E1,6.032455444E-2,-1.585203552E-1,9.811347198E0
9.507397662E1,5.658233643E-2,-1.532812500E-1,9.829160156E0
9.509398062E1,5.179229736E-2,-1.592687988E-1,9.816137238E0
9.511398462E1,6.017486572E-2,-1.526824951E-1,9.824819183E0
9.513398862E1,6.391708374E-2,-1.585203552E-1,9.823621674E0
9.515399363E1,6.780899048E-2,-1.709445190E-1,9.826316071E0
9.517399763E1,5.882766724E-2,-1.654060364E-1,9.822873230E0
9.519400262E1,6.152206421E-2,-1.603166199E-1,9.811945953E0
9.521400762E1,6.406677246E-2,-1.616638184E-1,9.822723541E0
9.523401263E1,5.942642212E-2,-1.583706665E-1,9.826465759E0
9.525401762E1,6.616241455E-2,-1.522334290E-1,9.828112335E0
9.527402363E1,6.780899048E-2,-1.586700439E-1,9.807904358E0
9.529402863E1,5.433700562E-2,-1.565744019E-1,9.817334747E0
9.531403462E1,6.017486572E-2,-1.589694214E-1,9.809101868E0
9.533403963E1,6.451583862E-2,-1.619631958E-1,9.824220428E0
9.535404467E1,5.703140259E-2,-1.631607056E-1,9.823322296E0
9.537405067E1,5.463638306E-2,-1.631607056E-1,9.816137238E0
9.539405567E1,5.688171387E-2,-1.553768921E-1,9.821975098E0
9.541406167E1,5.852828979E-2,-1.691482544E-1,9.828411713E0
9.543406767E1,5.568420410E-2,-1.654060364E-1,9.818681946E0
9.545407267E1,5.463638306E-2,-1.543290710E-1,9.825417938E0
9.547407967E1,5.418731689E-2,-1.565744019E-1,9.824669495E0
9.549408467E1,5.523513794E-2,-1.618135071E-1,9.820178833E0
9.551408967E1,5.523513794E-2,-1.583706665E-1,9.828411713E0
9.553409367E1,6.481521606E-2,-1.600172424E-1,9.817334747E0
9.555409767E1,6.017486572E-2,-1.531315613E-1,9.829908600E0
9.557410267E1,5.748046875E-2,-1.486408997E-1,9.818532257E0
9.559410767E1,6.182144165E-2,-1.550775146E-1,9.815837860E0
9.561411367E1,6.032455444E-2,-1.648072815E-1,9.812844086E0
9.563412067E1,5.763015747E-2,-1.613644409E-1,9.833351440E0
9.565412767E1,5.358856201E-2,-1.591191101E-1,9.816137238E0
9.567413267E1,6.331832886E-2,-1.540296936E-1,9.813891907E0
9.569413767E1,6.496490479E-2,-1.553768921E-1,9.814340973E0
9.571414267E1,6.376739502E-2,-1.519340515E-1,9.816137238E0
9.573414767E1,5.313949585E-2,-1.683998108E-1,9.829758911E0
9.575415267E1,5.104385376E-2,-1.535806274E-1,9.810598755E0
9.577415967E1,6.586303711E-2,-1.615141296E-1,9.823621674E0
9.579416567E1,5.313949585E-2,-1.655557251E-1,9.829309845E0
9.581417067E1,6.750961304E-2,-1.570234680E-1,9.824370117E0
9.583417367E1,5.568420410E-2,-1.595681763E-1,9.833501129E0
9.585417867E1,6.122268677E-2,-1.499880981E-1,9.817933502E0
9.587418367E1,6.406677246E-2,-1.502874756E-1,9.814939728E0
9.589418867E1,5.897735596E-2,-1.567240906E-1,9.817933502E0
9.591419367E1,5.927673340E-2,-1.673519897E-1,9.826166382E0
9.593419867E1,5.912704468E-2,-1.583706665E-1,9.827513580E0
9.595420467E1,6.107299805E-2,-1.591191101E-1,9.828112335E0
9.597421067E1,5.807922363E-2,-1.570234680E-1,9.823771362E0
9.599421567E1,6.466552734E-2,-1.612147522E-1,9.823771362E0
9.601422067E1,5.508544922E-2,-1.546284485E-1,9.822274475E0
9.603422567E1,5.508544922E-2,-1.607656860E-1,9.818382568E0
9.605423167E1,5.777984619E-2,-1.600172424E-1,9.833052063E0
9.607423767E1,6.421646118E-2,-1.574725342E-1,9.811945953E0
9.609424367E1,6.406677246E-2,-1.576222229E-1,9.818232880E0
9.611424867E1,6.586303711E-2,-1.597178650E-1,9.820927277E0
9.613425467E1,5.942642212E-2,-1.612147522E-1,9.814191284E0
9.615426067E1,6.556365967E-2,-1.552272034E-1,9.816286926E0
9.617426467E1,6.092330933E-2,-1.564247131E-1,9.830657043E0
9.619426967E1,5.493576050E-2,-1.695973206E-1,9.821825409E0
9.621427467E1,6.077362061E-2,-1.615141296E-1,9.833501129E0
9.623427967E1,5.463638306E-2,-1.664538574E-1,9.812844086E0
9.625428467E1,5.972579956E-2,-1.517843628E-1,9.828411713E0
9.627428967E1,6.242019653E-2,-1.555265808E-1,9.827663269E0
9.629429567E1,5.403762817E-2,-1.660047913E-1,9.821825409E0
9.631430067E1,6.197113037E-2,-1.649569702E-1,9.814191284E0
9.633430567E1,6.795867920E-2,-1.606159973E-1,9.822573853E0
9.635430925E1,5.822891235E-2,-1.562750244E-1,9.827513580E0
9.637431625E1,5.613327026E-2,-1.624122620E-1,9.819729767E0
9.639432025E1,5.583389282E-2,-1.526824951E-1,9.826316071E0
9.641432525E1,5.703140259E-2,-1.603166199E-1,9.814790039E0
9.643433125E1,5.284011841E-2,-1.561253357E-1,9.827962646E0
9.645433625E1,5.598358154E-2,-1.616638184E-1,9.810299377E0
9.647434225E1,5.957611084E-2,-1.670526123E-1,9.817484436E0
9.649434925E1,5.972579956E-2,-1.553768921E-1,9.818382568E0
9.651435525E1,6.167175293E-2,-1.588197327E-1,9.822573853E0
9.653436125E1,5.987548828E-2,-1.432521057E-1,9.822424164E0
9.655436625E1,5.688171387E-2,-1.688488770E-1,9.821226654E0
9.657437125E1,6.152206421E-2,-1.570234680E-1,9.820328522E0
9.659437525E1,6.376739502E-2,-1.701960754E-1,9.820478210E0
9.661437925E1,5.598358154E-2,-1.607656860E-1,9.824968872E0
9.663438325E1,6.062393188E-2,-1.567240906E-1,9.821975098E0
9.665438825E1,5.388793945E-2,-1.619631958E-1,9.822274475E0
9.667439225E1,6.511459351E-2,-1.618135071E-1,9.816885681E0
9.669439725E1,5.852828979E-2,-1.556762695E-1,9.818083191E0
9.671440525E1,5.748046875E-2,-1.621128845E-1,9.824519806E0
9.673441125E1,5.673202515E-2,-1.654060364E-1,9.816735992E0
9.675441725E1,5.688171387E-2,-1.588197327E-1,9.820627899E0
9.677442325E1,6.047424316E-2,-1.510359192E-1,9.817484436E0
9.679442725E1,6.092330933E-2,-1.609153748E-1,9.825417938E0
9.681443225E1,5.807922363E-2,-1.565744019E-1,9.824669495E0
9.683443925E1,6.092330933E-2,-1.559756470E-1,9.813592529E0
9.685444425E1,6.002517700E-2,-1.559756470E-1,9.818083191E0
9.687445025E1,6.795867920E-2,-1.498384094E-1,9.827513580E0
9.689445625E1,5.987548828E-2,-1.663041687E-1,9.817783813E0
9.691446225E1,5.688171387E-2,-1.724414062E-1,9.831704865E0
9.693447025E1,5.119354248E-2,-1.561253357E-1,9.820627899E0
9.695447625E1,5.703140259E-2,-1.642085266E-1,9.824968872E0
9.697448225E1,5.583389282E-2,-1.532812500E-1,9.823771362E0
9.699448825E1,6.047424316E-2,-1.582209778E-1,9.822424164E0
9.701449325E1,6.062393188E-2,-1.574725342E-1,9.828561401E0
9.703449925E1,5.837860107E-2,-1.634600830E-1,9.818532257E0
9.705450425E1,6.017486572E-2,-1.630110168E-1,9.820178833E0
9.707450925E1,4.640350342E-2,-1.728904724E-1,9.823621674E0
9.709451425E1,6.541397095E-2,-1.654060364E-1,9.812395020E0
9.711451925E1,5.358856201E-2,-1.646575928E-1,9.819879456E0
9.713452425E1,6.107299805E-2,-1.529818726E-1,9.817334747E0
9.715453025E1,5.673202515E-2,-1.764830017E-1,9.816286926E0
9.717453725E1,5.942642212E-2,-1.688488770E-1,9.820478210E0
9.719454425E1,5.867797852E-2,-1.496887207E-1,9.827513580E0
9.721455125E1,6.376739502E-2,-1.529818726E-1,9.823921051E0
9.723455725E1,5.927673340E-2,-1.663041687E-1,9.825567627E0
9.725456225E1,5.194198608E-2,-1.519340515E-1,9.821226654E0
9.727456825E1,5.508544922E-2,-1.613644409E-1,9.824370117E0
9.729457525E1,6.167175293E-2,-1.486408997E-1,9.828112335E0
9.731458125E1,5.029541016E-2,-1.579216003E-1,9.820178833E0
9.733458725E1,5.837860107E-2,-1.543290710E-1,9.829160156E0
9.735459412E1,5.493576050E-2,-1.594184875E-1,9.819280701E0
9.737460113E1,6.391708374E-2,-1.609153748E-1,9.824669495E0
9.739460813E1,5.628295898E-2,-1.619631958E-1,9.827962646E0
9.741461512E1,5.568420410E-2,-1.519340515E-1,9.831854553E0
9.743462112E1,5.553451538E-2,-1.601669312E-1,9.821226654E0
9.745462812E1,5.403762817E-2,-1.597178650E-1,9.832902374E0
9.747463513E1,6.092330933E-2,-1.589694214E-1,9.825567627E0
9.749464213E1,5.224136353E-2,-1.654060364E-1,9.817933502E0
9.751464912E1,4.894821167E-2,-1.517843628E-1,9.818382568E0
9.753465612E1,5.897735596E-2,-1.600172424E-1,9.824519806E0
9.755466312E1,4.969665527E-2,-1.475930786E-1,9.828711090E0
9.757466812E1,5.777984619E-2,-1.553768921E-1,9.826166382E0
9.759467412E1,5.538482666E-2,-1.652563477E-1,9.823322296E0
9.761468113E1,5.523513794E-2,-1.610650635E-1,9.830207977E0
